gid,cat,Hetereogen,Uncertain,label,dakar_dominance,dakar_pielou,dakar_renyi,dakar_richness,dakar_shannon,dakar_simpson,dakar_cl_10_patchnum,dakar_cl_10_patchdensity,dakar_cl_10_mps,dakar_cl_10_padcv,dakar_cl_10_padrange,dakar_cl_10_padsd,dakar_cl_10_shape,dakar_cl_22_patchnum,dakar_cl_22_patchdensity,dakar_cl_22_mps,dakar_cl_22_padcv,dakar_cl_22_padrange,dakar_cl_22_padsd,dakar_cl_22_shape,dakar_cl_23_patchnum,dakar_cl_23_patchdensity,dakar_cl_23_mps,dakar_cl_23_padcv,dakar_cl_23_padrange,dakar_cl_23_padsd,dakar_cl_23_shape,dakar_cl_33_patchnum,dakar_cl_33_patchdensity,dakar_cl_33_mps,dakar_cl_33_padcv,dakar_cl_33_padrange,dakar_cl_33_padsd,dakar_cl_33_shape,dakar_cl_34_patchnum,dakar_cl_34_patchdensity,dakar_cl_34_mps,dakar_cl_34_padcv,dakar_cl_34_padrange,dakar_cl_34_padsd,dakar_cl_34_shape,dakar_cl_45_patchnum,dakar_cl_45_patchdensity,dakar_cl_45_mps,dakar_cl_45_padcv,dakar_cl_45_padrange,dakar_cl_45_padsd,dakar_cl_45_shape,dakar_cl_99_patchnum,dakar_cl_99_patchdensity,dakar_cl_99_mps,dakar_cl_99_padcv,dakar_cl_99_padrange,dakar_cl_99_padsd,dakar_cl_99_shape,dakar_cl_111_patchnum,dakar_cl_111_patchdensity,dakar_cl_111_mps,dakar_cl_111_padcv,dakar_cl_111_padrange,dakar_cl_111_padsd,dakar_cl_111_shape,dakar_cl_112_patchnum,dakar_cl_112_patchdensity,dakar_cl_112_mps,dakar_cl_112_padcv,dakar_cl_112_padrange,dakar_cl_112_padsd,dakar_cl_112_shape,dakar_cl_113_patchnum,dakar_cl_113_patchdensity,dakar_cl_113_mps,dakar_cl_113_padcv,dakar_cl_113_padrange,dakar_cl_113_padsd,dakar_cl_113_shape,area,perimeter,compact_circle,compact_square,fd,NDVI_stddev,NDVI_median,NDWI_stddev,NDWI_median,mean_build_height,count_buildpixels,prop_10,prop_22,prop_23,prop_33,prop_34,prop_45,prop_99,prop_111,prop_112,prop_113
14034,6009,0,0,DEPR,0.568807189,0.707690929,1.162616704,7,1.37710296,0.687333047,39,18.54405402,0.002324359,147.5771368,0.015575,0.003430222,10.35434325,4,1.901954258,0.00155625,100.9391234,0.00385,0.001570865,2.50321079,3,1.426465694,0.002933333,119.7260345,0.00745,0.003511964,2.31855779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,9.985259855,0.001457143,121.4872303,0.00695,0.001770242,8.131891246,43,20.44600827,0.003212209,191.9620585,0.038175,0.006166223,14.57009272,40,19.01954258,0.006019375,204.2388801,0.049375,0.012293904,11.80484657,2,0.950977129,0.0053,99.52830189,0.01055,0.005275,2.088264604,0,0,0,0,0,0,0,21031,644,1.252711,0.90075,1.29955,0.161820565,0.185581,0.219133747,-0.270142,1.52,10055,17.24122,1.18397,1.67372,0,0,5.81998,26.27074,45.7943,2.01607,0
14060,6023,0,0,ACS,0.394675544,0.779727385,1.163597153,6,1.397083926,0.687639451,3,0.807189367,0.003575,132.0635743,0.01015,0.004721273,3.548613439,25,6.726578055,0.006122,131.3174058,0.030525,0.008039252,9.157344066,12,3.228757467,0.005660417,225.649362,0.047275,0.012772694,6.282991687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3.766883711,0.032480357,290.2882876,0.3641,0.094286673,7.466637361,44,11.83877738,0.003926136,186.7947338,0.04015,0.007333816,12.10205039,24,6.457514933,0.002915625,222.400186,0.031025,0.006484355,7.362172903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37166,1078,1.577397,0.715343,1.327143,0.187074053,0.286248,0.185707744,-0.434991,2.71,2799,1.15428,16.47204,7.31045,0,0,48.93989,18.59226,7.53108,0,0
14128,6059,0,0,DEPR,0.511047577,0.631357097,0.649359216,4,0.875246784,0.477619598,38,13.27418172,0.001054605,225.1803221,0.010825,0.002374764,9.141433919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,8.733014287,0.001013,172.9995719,0.008975,0.001752486,7.776254767,90,31.43885143,0.001788889,220.5125312,0.03115,0.003944724,17.24618961,17,5.938449715,0.028780882,326.616257,0.39575,0.094003041,9.717906214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28627,1104,1.840671,0.613026,1.365547,0.111123481,0.209613,0.182681899,-0.291976,2.33,19571,5.59961,0,0,0,0,3.53862,22.49624,68.36553,0,0
14136,6064,0,0,DEPR,0.73177923,0.623939867,0.956607715,7,1.214130919,0.615806027,13,4.734503606,0.003755769,220.0982734,0.031975,0.008266383,7.636997625,1,0.364192585,0.000675,0,0,0,1.924500897,4,1.45677034,0.00179375,118.9225711,0.00525,0.002133174,2.597237879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,16.75285891,0.001407065,213.2688418,0.018725,0.003000832,10.10176111,86,31.32056231,0.001991279,225.0575247,0.02705,0.004481523,17.09061402,48,17.48124408,0.007930729,320.0854543,0.1337,0.02538511,11.20360958,2,0.72838517,0.0065625,91.23809524,0.011975,0.0059875,2.596792894,0,0,0,0,0,0,0,27458,1188,2.022447,0.557928,1.385468,0.123923188,0.226724,0.185966132,-0.31148,1.71,15752,7.11268,0.09833,1.04523,0,0,9.42895,24.94719,55.4556,1.91201,0
14155,6076,0,0,DEPR,0.288446789,0.839014782,1.381396264,6,1.50331268,0.748772472,37,10.83265019,0.002136486,177.6954999,0.02005,0.00379644,9.487537183,10,2.927743295,0.00088,72.95994387,0.001875,0.000642048,5.649818983,17,4.977163602,0.003773529,149.6182621,0.019275,0.005645889,7.235118573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,20.20142874,0.00390471,436.598211,0.139825,0.017047895,14.47323252,64,18.73755709,0.002478906,194.7535659,0.0371,0.004827758,17.95089074,65,19.03033142,0.004212692,281.1383761,0.068525,0.011843495,16.27226859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34156,1128,1.721752,0.655367,1.346567,0.114045402,0.226986,0.179770864,-0.347403,0.8,10953,9.25752,1.03057,7.51259,0,0,31.55229,18.57946,32.06757,0,0
14165,6082,0,0,DEPR,0.649291655,0.637623428,0.880581917,6,1.142467814,0.585458387,14,9.56284153,0.000414286,130.7193352,0.002,0.000541552,4.923991232,4,2.732240437,0.00076875,41.60663929,0.00085,0.000319851,3.471428093,2,1.366120219,0.010975,13.43963554,0.00295,0.001475,3.611075093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,20.49180328,0.001051667,175.4383215,0.0093,0.001845026,7.529984962,42,28.68852459,0.002116667,157.440518,0.018275,0.003332491,13.20595115,21,14.3442623,0.010225,424.4545053,0.20425,0.043400473,7.628657419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14640,776,1.809199,0.62369,1.387508,0.124894982,0.23075,0.190244934,-0.318395,1.87,8589,1.5847,0.84016,5.99727,0,0,8.62022,24.28962,58.66803,0,0
14169,6085,0,0,DEPR,0.482327144,0.768049674,1.441986311,8,1.597114398,0.763542387,35,14.87399601,0.001913571,307.0847008,0.03355,0.005876285,7.863358071,3,1.274913943,0.001816667,69.34044247,0.003,0.001259685,2.810734665,9,3.82474183,0.002852778,141.4468968,0.01335,0.004035166,4.32179887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,11.47422549,0.00692963,327.6058523,0.1177,0.022701872,8.652167436,63,26.77319281,0.00190754,282.6628541,0.0412,0.005391906,13.67323494,33,14.02405338,0.004975758,296.2423874,0.08605,0.014740303,11.17922316,5,2.124856572,0.00068,34.59791281,7.00E-04,0.000235266,4.244589982,1,0.424971314,0.0153,0,0,0,2.041341511,23531,956,1.758056,0.641833,1.363542,0.146569295,0.23266,0.179348647,-0.340974,2.14,7316,11.38498,0.92644,4.36446,0,0,31.80485,20.42837,27.91212,0.57796,2.60082
14170,6086,0,0,PLAN,0.504596119,0.718379544,1.011739956,6,1.28716335,0.636414194,4,2.158079309,0.00094375,87.2037329,0.0018,0.000822985,2.929638452,6,3.237118964,0.002895833,87.41395024,0.0065,0.002531362,3.489758912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4.855678446,0.004983333,202.141752,0.033,0.010073397,4.249729482,53,28.59455085,0.001487736,120.0261211,0.01035,0.001785672,11.5027498,9,4.855678446,0.028466667,261.6602833,0.238875,0.074485961,7.877912148,7,3.776638791,0.008903571,162.4888616,0.037975,0.014467312,5.227323383,0,0,0,0,0,0,0,18535,754,1.56232,0.722246,1.348349,0.115667958,0.189477,0.177160559,-0.324598,3.47,12741,0.81467,3.74966,0,0,0,9.67899,17.01646,55.28999,13.45023,0
14195,8323,0,YES,VEG,0.349807801,0.820234351,1.42176145,7,1.596102348,0.758711376,18,2.956781707,0.005902778,306.7821842,0.079125,0.018108671,4.778191881,12,1.971187805,0.000791667,67.51218214,0.001925,0.000534471,6.309766865,3,0.492796951,0.107466667,110.0432704,0.2693,0.118259835,3.905405306,1,0.16426565,0.5704,0,0,0,1.833833977,0,0,0,0,0,0,0,27,4.435172561,0.011539815,361.6373663,0.221525,0.041732282,9.38302199,35,5.749297764,0.003442857,191.4578308,0.032075,0.00659162,14.13731012,27,4.435172561,0.003011111,138.4636871,0.02085,0.004169295,9.592063781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60877,1416,1.618944,0.696985,1.317209,0.251870917,0.640045,0.215882816,-0.668192,0.68,3252,6.98129,0.62421,21.1837,37.47885,0,20.47243,7.9176,5.34192,0,0
14245,6145,0,0,PLAN,0.418699627,0.739847294,0.947817298,5,1.190738285,0.612413914,0,0,0,0,0,0,0,11,6.061942026,0.002127273,138.1813008,0.009175,0.002939493,4.428956052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8.266284581,0.001386667,212.2803724,0.011475,0.002943621,5.113642434,48,26.45211066,0.002327604,242.5541666,0.036925,0.005645701,12.96174251,29,15.98148352,0.008748276,414.5004063,0.19265,0.036261639,8.854715768,4,2.204342555,0.01100625,58.29861954,0.017625,0.006416492,4.277448358,0,0,0,0,0,0,0,18146,924,1.93498,0.583148,1.392733,0.162593585,0.212853,0.209333482,-0.296736,3.42,11909,0,5.15816,0,0,0,4.58503,24.62802,55.92417,9.70462,0
14247,6147,0,0,PLAN,0.498549034,0.743796478,1.301610952,7,1.447361115,0.727906889,1,0.794344269,0.00045,0,0,0,1.767766953,7,5.560409882,0.001385714,65.83626553,0.00275,0.000912303,4.036001006,3,2.383032806,0.001641667,66.91656976,0.002625,0.001098547,3.206117249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5.560409882,0.014721429,132.8808498,0.047975,0.019561959,5.700685625,26,20.65295099,0.002154808,140.5050421,0.00975,0.003027613,7.963801415,4,3.177377075,0.0275625,172.8908884,0.110075,0.047653051,4.901530373,2,1.588688538,0.0151625,15.08656224,0.004575,0.0022875,3.373707807,0,0,0,0,0,0,0,12589,638,1.604058,0.703453,1.368208,0.110729723,0.19138,0.183522121,-0.326635,3.33,5623,0.14298,3.08206,1.56486,0,0,32.74287,17.80126,35.03058,9.6354,0
14262,6161,0,0,PLAN,0.650748568,0.665581389,1.04390952,7,1.295161581,0.647924459,2,1.794365692,0.0003875,3.225806452,2.50E-05,1.25E-05,2.065460973,8,7.177462767,0.001478125,61.85766158,0.0029,0.000914334,5.333685683,2,1.794365692,0.002275,16.48351648,0.00075,0.000375,2.334935347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,14.35492553,0.003539063,223.3211521,0.029125,0.007903475,5.316017697,35,31.40139961,0.001430714,128.9777956,0.0071,0.001845304,8.9822591,3,2.691548538,0.04875,139.0281726,0.143875,0.067776234,5.661219101,1,0.897182846,0.00855,0,0,0,1.730361825,0,0,0,0,0,0,0,11146,648,1.731452,0.651695,1.38942,0.142426405,0.199275,0.19196543,-0.329477,2.75,6192,0.27813,4.24367,1.63287,0,0,20.32119,17.97057,52.4852,3.06837,0
14269,6166,0,0,DEPR,0.549270591,0.693446246,0.962821714,6,1.242488878,0.618186005,10,3.369158721,0.0028675,145.1219082,0.013875,0.004161371,6.569741873,9,3.032242849,0.003152778,103.0785796,0.00815,0.003249839,5.016360897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,6.40140157,0.003244737,155.7003995,0.019975,0.005052068,7.098434597,57,19.20420471,0.00333114,173.4564121,0.02895,0.005778077,16.19060676,30,10.10747616,0.013670833,381.7396867,0.284625,0.052186996,10.89926723,2,0.673831744,0.0116625,7.609860665,0.001775,0.0008875,2.750036539,0,0,0,0,0,0,0,29681,934,1.529335,0.737823,1.328278,0.15974673,0.216822,0.203448031,-0.312534,2.95,17338,3.86443,3.824,0,0,0,8.30835,25.58876,55.27105,3.14343,0
14271,6167,0,0,DEPR,0.783877204,0.562509803,0.715743665,6,1.007882265,0.511171548,15,9.204712813,0.00114,86.48547482,0.0032,0.000985934,6.423640548,1,0.613647521,0.00705,0,0,0,1.965121403,1,0.613647521,0.001325,0,0,0,1.785687331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,21.47766323,0.000872143,112.3994409,0.004625,0.000980284,9.129202722,25,15.34118802,0.003221,197.0838036,0.027375,0.006348069,11.82298552,28,17.18213058,0.009674107,494.4419445,0.258175,0.047832843,9.020926295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16296,728,1.60874,0.701405,1.359011,0.107569599,0.199344,0.187228912,-0.282014,1.67,10835,4.19735,1.73049,0.32523,0,0,7.49264,19.76559,66.48871,0,0
14314,6199,0,0,PLAN,0.385165812,0.785034867,1.34069043,6,1.406593657,0.738335055,4,2.089973353,0.00088125,25.24464075,0.000625,0.000222468,3.41071528,3,1.567480015,0.000575,6.148754619,7.50E-05,3.54E-05,2.708681694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5.74742672,0.009359091,178.2597824,0.05705,0.016683495,6.872194116,50,26.12466691,0.002071,226.1177226,0.028025,0.004682898,10.74452293,11,5.74742672,0.015643182,183.0274607,0.100525,0.028631318,8.220448064,8,4.179946706,0.01183125,115.7611334,0.036475,0.013695989,5.517590609,0,0,0,0,0,0,0,19139,848,1.729145,0.652565,1.367796,0.09080343,0.155548,0.181089488,-0.287284,4.26,10669,0.73672,0.36052,0,0,0,21.51628,21.64167,35.96322,19.7816,0
14322,6201,0,0,PLAN,0.509084234,0.738382456,1.280938978,7,1.436825915,0.722223648,7,4.139072848,0.000371429,185.4298939,0.002,0.00068874,2.549509757,3,1.773888363,0.0031,112.350799,0.00745,0.003482875,2.281293728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5.32166509,0.006108333,209.7892029,0.04195,0.012814624,5.480504121,59,34.88647114,0.001198305,140.4033951,0.01065,0.001682461,11.62114105,9,5.32166509,0.01905,200.2912746,0.121275,0.038155488,7.867118279,4,2.365184484,0.0275375,142.8030796,0.094425,0.039324398,5.709748296,3,1.773888363,0.001208333,43.14618571,0.001225,0.00052135,2.657455355,16912,754,1.635569,0.6899,1.36104,0.121350946,0.16731,0.18416901,-0.270363,4.55,11409,0.61495,2.19962,0,0,0,13.0026,16.72185,40.55109,26.05251,0.85738
14329,6208,0,0,DEPR,0.619364223,0.681709753,1.141371578,7,1.326545926,0.680619334,4,0.875388454,9.38E-05,47.60952286,1.00E-04,4.46E-05,2.194690563,12,2.626165361,0.00253125,126.797997,0.01165,0.003209574,5.379143536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,4.376942268,0.00518,332.9152398,0.079675,0.017245009,5.266108767,83,18.16431041,0.002320783,243.1091527,0.03765,0.005642036,18.44992609,33,7.221954742,0.016484848,388.0588013,0.358375,0.063970905,12.39554194,24,5.252330722,0.011152083,143.6908534,0.05775,0.016024524,9.461697787,3,0.65654134,0.001041667,54.95015924,0.00125,0.000572397,2.325510697,45694,1086,1.433162,0.787335,1.302971,0.087395043,0.175326,0.163151746,-0.262273,4.43,32591,0.03283,2.65899,0,0,0,9.06902,16.86217,47.62113,23.42977,0.27356
14333,6212,0,0,PLAN,0.613758842,0.684590349,1.230042847,7,1.332151307,0.707719946,1,0.650195059,0.000475,0,0,0,1.376494403,3,1.950585176,0.000541667,40.29477186,0.000475,0.000218263,2.480694692,1,0.650195059,0.001375,0,0,0,1.61807967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7.802340702,0.010522917,204.3578585,0.076825,0.021504407,7.175984498,39,25.35760728,0.00186859,155.8440765,0.0109,0.002912086,10.19619291,10,6.501950585,0.014295,167.9613171,0.0724,0.02401007,7.994185649,4,2.600780234,0.00973125,64.65530942,0.01625,0.00629177,4.042186815,0,0,0,0,0,0,0,15380,702,1.596813,0.706645,1.359621,0.09317931,0.163243,0.180029778,-0.307905,3.07,7275,0.12354,0.42263,0.35761,0,0,32.84135,18.95319,37.17815,10.12354,0
14355,6227,0,0,DEPR,0.67458412,0.623507434,0.916222736,6,1.117175349,0.599972801,14,8.621220519,0.001830357,118.3170103,0.006725,0.002165624,5.903368199,0,0,0,0,0,0,0,4,2.463205862,0.00035,74.40238091,0.000725,0.000260408,3.073504282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,19.08984543,0.001432258,143.1486156,0.008225,0.002050258,8.957678585,42,25.86366156,0.002522619,395.730051,0.065225,0.009982762,12.519216,36,22.16885276,0.006338889,495.6511226,0.191925,0.031418774,10.24172273,1,0.615801466,4.00E-04,0,0,0,1.25,0,0,0,0,0,0,0,16239,860,1.903767,0.592709,1.393876,0.113034834,0.208865,0.201106041,-0.29573,2.37,9144,6.31197,0,0.34485,0,0,10.93663,26.09767,56.21036,0.09853,0
14361,6232,0,0,DEPR,0.56363174,0.685431136,0.976345814,6,1.228127729,0.623314936,17,7.825446511,0.001220588,187.3413007,0.010175,0.002286666,6.074338677,1,0.460320383,0.000775,0,0,0,1.436842416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,13.34929111,0.0018,109.3003797,0.0072,0.001967407,7.976865796,57,26.23826183,0.002175877,233.2499369,0.03065,0.005075232,13.55162325,23,10.58736881,0.013086957,434.3142999,0.279475,0.056838524,9.856285623,3,1.380961149,0.014783333,136.997113,0.043,0.02025274,3.264569287,0,0,0,0,0,0,0,21724,836,1.600042,0.705218,1.347589,0.111381881,0.19457,0.195241642,-0.287535,2.52,13814,3.82066,0.1427,0,0,0,9.61149,22.83649,55.42257,8.16608,0
14366,6235,0,0,DEPR,0.642027084,0.641677862,0.852345774,6,1.149732385,0.573586512,9,4.666597532,0.002072222,163.9364701,0.011175,0.003397128,4.924394874,2,1.037021674,0.0047875,85.90078329,0.008225,0.0041125,2.657075878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8.29617339,0.001679688,199.8705693,0.0134,0.003357201,5.932194386,71,36.81426942,0.001637324,169.5011854,0.017925,0.002775283,13.99746713,10,5.185108369,0.028985,275.9476076,0.26855,0.079983414,9.486843209,1,0.518510837,0.02095,0,0,0,2.452654302,0,0,0,0,0,0,0,19286,798,1.620977,0.69611,1.354417,0.134840913,0.207392,0.194709798,-0.288017,2.6,12432,3.86809,1.9859,0,0,0,5.57399,24.11075,60.11615,4.34512,0
14371,6238,0,0,DEPR,0.653882145,0.635061426,0.843048831,6,1.137877324,0.569603685,2,1.398014819,0.005375,92.09302326,0.0099,0.00495,4.388409682,1,0.699007409,0.01105,0,0,0,2.164214298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6.291066685,0.001916667,135.2558312,0.008675,0.002592403,5.158396841,34,23.76625192,0.002627206,179.0651872,0.0246,0.004704411,12.00343092,24,16.77617783,0.008969792,412.4849733,0.186,0.036999043,8.879743421,1,0.699007409,0.014,0,0,0,1.690308509,0,0,0,0,0,0,0,14306,798,1.882083,0.599537,1.396698,0.149602322,0.208493,0.192956355,-0.308839,2.98,9171,3.00573,3.08961,0,0,0,4.82315,24.97553,60.19153,3.91444,0
14389,6253,YES,YES,BARE,0.571623931,0.70624341,1.253554874,7,1.374286218,0.714511883,22,2.53164557,0.029834091,426.6887334,0.613,0.127298705,9.337727321,1,0.115074799,0.00105,0,0,0,1.8516402,9,1.035673188,0.081630556,274.9106838,0.7159,0.224411119,7.673848588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,6.444188723,0.010785268,481.4447405,0.390125,0.051925105,14.53693568,33,3.797468354,0.00159697,93.82644551,0.005225,0.00149838,11.17331549,18,2.071346375,0.005043056,148.6035357,0.03105,0.007494159,8.687674913,1,0.115074799,0.032975,0,0,0,1.349191767,0,0,0,0,0,0,0,86900,2122,2.030629,0.55568,1.347128,0.117028631,0.257462,0.136600979,-0.401944,2.42,4950,30.21174,0.04833,33.81703,0,0,27.80092,2.42578,4.17837,1.51784,0
14401,6263,0,0,PLAN,0.448628968,0.784255071,1.432010681,8,1.630812573,0.761171768,12,3.206327152,0.012025,321.5883474,0.14025,0.038670999,5.837547977,4,1.068775717,0.0014,37.20119046,0.0013,0.000520817,3.106911937,2,0.534387859,0.0072125,89.25476603,0.012875,0.0064375,2.164788325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,10.15336932,0.001651316,208.366351,0.016675,0.003440786,9.211595196,73,19.50515684,0.002881164,189.5561456,0.034625,0.005461424,15.42153157,29,7.748623951,0.012218103,325.8902495,0.21555,0.039817608,11.27253577,12,3.206327152,0.009695833,185.988972,0.05525,0.018033181,5.555536695,4,1.068775717,0.00689375,120.0481447,0.020275,0.008275819,2.469028461,37426,1106,1.612737,0.699667,1.331135,0.121670306,0.182953,0.186402263,-0.30186,4.27,19930,15.42243,0.59851,1.54171,0,0,6.70657,22.47903,37.8694,12.43521,2.94715
14416,6277,0,0,PLAN,0.326951015,0.831980415,1.499879852,7,1.618959134,0.77684303,5,3.142480045,0.003235,139.476231,0.012,0.004512056,6.172306902,2,1.256992018,0.0014875,91.59663866,0.002725,0.0013625,2.291746243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,13.8269122,0.002304545,306.7695603,0.03425,0.007069644,5.984457598,31,19.48337628,0.002991129,198.0229367,0.02505,0.005923122,8.69435858,10,6.284960091,0.011045,128.4259222,0.044525,0.014184643,7.063545399,2,1.256992018,0.0532375,77.13078187,0.082125,0.0410625,5.976002727,1,0.628496009,0.018275,0,0,0,2.108221156,15911,740,1.654924,0.681831,1.365749,0.122103139,0.19051,0.196848434,-0.297492,5.29,9408,4.06637,0.74791,0,0,0,12.7459,23.31092,27.76695,26.76765,4.59431
14418,6279,0,0,DEPR,0.191708204,0.893005614,1.523195298,6,1.600051265,0.781985847,9,7.939308398,0.004111111,241.6381351,0.032025,0.009934012,5.939574673,6,5.292872265,0.006545833,88.19551335,0.015425,0.005773131,4.44042537,2,1.764290755,0.001675,70.14925373,0.00235,0.001175,2.159671064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,17.64290755,0.00251375,185.2888486,0.019325,0.004657698,7.146970649,27,23.81792519,0.002405556,253.6666349,0.03295,0.006102092,10.21177319,24,21.17148906,0.003689583,293.3393041,0.05265,0.010822998,7.989622186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11336,474,1.255867,0.898487,1.319919,0.19562967,0.26368,0.212107297,-0.350543,1.26,3542,13.05575,13.8585,1.18207,0,0,17.73994,22.91814,31.24559,0,0
14422,6283,0,0,DEPR,0.448775203,0.769375167,1.26864734,7,1.497134946,0.718788252,28,9.400705053,0.002651786,139.772725,0.012375,0.003706473,9.991246169,7,2.350176263,0.002992857,104.8508474,0.008925,0.003138036,4.231692282,7,2.350176263,0.001178571,109.8676054,0.00355,0.001294868,3.633180425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,15.10827598,0.002116667,203.2155176,0.019825,0.004301395,10.73305599,64,21.48732584,0.002932813,179.0906577,0.027775,0.005252393,15.23969494,48,16.11549438,0.006730208,254.0333047,0.080775,0.017096971,12.7160793,7,2.350176263,0.005025,108.2838013,0.016175,0.005441261,4.638763161,0,0,0,0,0,0,0,29785,896,1.46455,0.770461,1.319763,0.151390067,0.219619,0.208625465,-0.298803,1.79,14329,9.97146,2.8135,1.10794,0,0,12.79167,25.20732,43.38425,4.72385,0
14430,6290,0,0,DEPR,0.437769306,0.775031079,1.315221458,7,1.508140843,0.731585126,6,4.875670405,0.000870833,88.28885704,0.002025,0.000768849,3.562329489,5,4.063058671,0.002345,111.6798676,0.006775,0.002618893,4.663746675,3,2.437835202,0.0017,78.28724502,0.003075,0.001330883,3.815763229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,31.69185763,0.001565385,227.2142387,0.021675,0.003556777,9.753808135,19,15.43962295,0.003692105,155.919051,0.0225,0.005756695,9.627784099,15,12.18917601,0.00836,125.7912618,0.0317,0.010516149,7.942253832,6,4.875670405,0.004833333,93.66005396,0.01075,0.004526903,4.081180526,0,0,0,0,0,0,0,12306,538,1.368103,0.824776,1.335308,0.093503895,0.20831,0.176949303,-0.313077,2.84,6176,1.69836,3.81115,1.65773,0,0,19.84398,22.80189,40.7606,9.4263,0
14440,6297,0,0,DEPR,0.430930928,0.75949287,1.191564222,6,1.360828541,0.696254233,3,2.521008403,0.004016667,140.5411403,0.011975,0.005645069,3.712223277,3,2.521008403,0.002433333,60.02634375,0.003475,0.001460641,3.569754989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10.08403361,0.000654167,93.19191843,0.00195,0.00060963,5.107210464,24,20.16806723,0.003367708,215.2233337,0.03305,0.007248094,11.80981691,31,26.05042017,0.00411129,366.2061145,0.0849,0.015055797,8.305289546,8,6.722689076,0.007753125,207.4930583,0.04955,0.016087196,5.390523056,0,0,0,0,0,0,0,11900,648,1.675701,0.673377,1.379729,0.142732335,0.221852,0.199247927,-0.315194,4.07,7579,4.05042,2.45378,0,0,0,2.63866,27.16807,42.84034,20.84874,0
14466,6322,0,0,DEPR,0.455188586,0.745954413,1.184911667,6,1.336570884,0.694226812,8,5.028916269,0.001021875,86.87114791,0.002825,0.000887715,4.617560551,12,7.543374403,0.003870833,89.10267548,0.00955,0.003449016,4.964676083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,15.71536334,0.002447,141.7304054,0.012725,0.003468143,8.692635535,17,10.68644707,0.006077941,228.7505519,0.054975,0.013903324,11.30841422,25,15.71536334,0.007124,152.9251764,0.043125,0.01089439,9.199823696,0,0,0,0,0,0,0,1,0.628614534,0.000475,0,0,0,2.294157339,15908,582,1.301698,0.866852,1.316124,0.191190034,0.25918,0.210622817,-0.350731,1.66,7143,2.05557,11.67966,0,0,0,15.3822,25.98064,44.7825,0,0.11944
14479,6332,0,0,AGRI,1.094571103,0.389108236,0.422114166,6,0.697188366,0.344340819,2,0.199938019,0.0004875,48.71794872,0.000475,0.0002375,2.32185823,58,5.798202557,0.004330603,382.0239187,0.1233,0.016543941,12.68522467,14,1.399566135,0.142705357,358.3786534,1.98665,0.511425537,7.499316952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2.999070288,0.000781667,160.6951814,0.006625,0.001256101,7.134277897,128,12.79603323,0.001658008,158.9701102,0.0214,0.002635737,17.05092398,12,1.199628115,0.00125625,130.6760402,0.005375,0.001641618,5.192201385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100031,1772,1.580489,0.713943,1.299351,0.128313199,0.629987,0.11112259,-0.648536,2.22,603,0.03899,10.04389,79.89023,0,0,0.93771,8.48637,0.60281,0,0
