gid,cat,Hetereogen,Uncertain,label,dakar_dominance,dakar_pielou,dakar_renyi,dakar_richness,dakar_shannon,dakar_simpson,dakar_cl_10_patchnum,dakar_cl_10_patchdensity,dakar_cl_10_mps,dakar_cl_10_padcv,dakar_cl_10_padrange,dakar_cl_10_padsd,dakar_cl_10_shape,dakar_cl_22_patchnum,dakar_cl_22_patchdensity,dakar_cl_22_mps,dakar_cl_22_padcv,dakar_cl_22_padrange,dakar_cl_22_padsd,dakar_cl_22_shape,dakar_cl_23_patchnum,dakar_cl_23_patchdensity,dakar_cl_23_mps,dakar_cl_23_padcv,dakar_cl_23_padrange,dakar_cl_23_padsd,dakar_cl_23_shape,dakar_cl_33_patchnum,dakar_cl_33_patchdensity,dakar_cl_33_mps,dakar_cl_33_padcv,dakar_cl_33_padrange,dakar_cl_33_padsd,dakar_cl_33_shape,dakar_cl_34_patchnum,dakar_cl_34_patchdensity,dakar_cl_34_mps,dakar_cl_34_padcv,dakar_cl_34_padrange,dakar_cl_34_padsd,dakar_cl_34_shape,dakar_cl_45_patchnum,dakar_cl_45_patchdensity,dakar_cl_45_mps,dakar_cl_45_padcv,dakar_cl_45_padrange,dakar_cl_45_padsd,dakar_cl_45_shape,dakar_cl_99_patchnum,dakar_cl_99_patchdensity,dakar_cl_99_mps,dakar_cl_99_padcv,dakar_cl_99_padrange,dakar_cl_99_padsd,dakar_cl_99_shape,dakar_cl_111_patchnum,dakar_cl_111_patchdensity,dakar_cl_111_mps,dakar_cl_111_padcv,dakar_cl_111_padrange,dakar_cl_111_padsd,dakar_cl_111_shape,dakar_cl_112_patchnum,dakar_cl_112_patchdensity,dakar_cl_112_mps,dakar_cl_112_padcv,dakar_cl_112_padrange,dakar_cl_112_padsd,dakar_cl_112_shape,dakar_cl_113_patchnum,dakar_cl_113_patchdensity,dakar_cl_113_mps,dakar_cl_113_padcv,dakar_cl_113_padrange,dakar_cl_113_padsd,dakar_cl_113_shape,area,perimeter,compact_circle,compact_square,fd,NDVI_stddev,NDVI_median,NDWI_stddev,NDWI_median,mean_build_height,count_buildpixels,prop_10,prop_22,prop_23,prop_33,prop_34,prop_45,prop_99,prop_111,prop_112,prop_113
888,20785,0,0,DEPR,0.364974303,0.824484461,1.599170204,8,1.714467238,0.79793588,51,14.18992237,0.002928431,270.6628019,0.05475,0.007926174,12.49811502,8,2.225870176,0.00953125,118.4240328,0.0267,0.011287291,4.327608661,1,0.278233772,0.000625,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,14.18992237,0.002214706,203.0257556,0.020775,0.004496423,11.21011695,108,30.04924738,0.001889352,221.8385492,0.0308,0.004191311,17.15115159,37,10.29464956,0.007396622,168.1958429,0.0531,0.01244081,11.12035953,14,3.895272808,0.005385714,112.25962,0.01925,0.006045982,6.618944608,1,0.278233772,0.006225,0,0,0,1.615996839,35941,1094,1.627861,0.693167,1.334193,0.133169442,0.126454,0.185806903,-0.250536,3.39,14212,16.62169,8.48613,0.06956,0,0,12.5706,22.70944,30.45825,8.39153,0.6928
921,20807,0,0,PLAN,0.286195208,0.862369198,1.670438297,8,1.793246334,0.811835424,14,5.96938558,0.000985714,68.78430194,0.002325,0.000678017,5.831107236,8,3.411077474,0.0023875,64.45321764,0.003925,0.001538821,5.607703191,3,1.279154053,0.016116667,96.17042505,0.0356,0.015499467,4.354522545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,12.36515584,0.004431897,185.6938806,0.034025,0.008229761,11.45036564,45,19.18731079,0.002676667,232.293307,0.0369,0.006217718,13.41270223,19,8.101309001,0.007619737,200.677476,0.067975,0.015291096,9.494258869,12,5.116616211,0.008179167,110.4796494,0.0273,0.009036315,6.20034529,1,0.426384684,0.013175,0,0,0,2.28693592,23453,872,1.606247,0.702494,1.345713,0.112494371,0.186965,0.157119321,-0.336725,4.84,10244,2.35364,3.25758,8.24628,0,0,21.92044,20.54321,24.69194,16.73986,2.24705
929,20812,0,0,PLAN,0.35274278,0.83036658,1.5757471,8,1.726698762,0.793147045,24,7.175745979,0.000680208,73.92666638,0.002125,0.000502855,7.454841074,8,2.391915326,0.00400625,112.4776863,0.014975,0.004506137,4.468646188,6,1.793936495,0.0024375,195.5944764,0.01305,0.004767615,2.604729426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,10.76361897,0.002838889,214.9442116,0.03125,0.006102027,9.947218829,75,22.42420618,0.002622333,253.0458589,0.048175,0.006635706,14.96683444,26,7.77372481,0.007920192,166.2613681,0.0607,0.01316822,11.31030771,14,4.185851821,0.0158875,168.6529779,0.091425,0.026794742,8.884279711,5,1.494947079,0.009185,96.6188134,0.023125,0.008874438,3.873053623,33446,1016,1.567172,0.72001,1.329206,0.106032751,0.145848,0.169317969,-0.270556,5.74,18971,1.9524,3.83304,1.74909,0,0,12.22269,23.5215,24.62776,26.60109,5.49244
946,20821,0,0,PLAN,0.376221352,0.819075774,1.575236461,8,1.70322019,0.793041391,4,3.280570819,0.00928125,90.83301468,0.019575,0.008430439,3.72381995,12,9.841712458,0.000679167,160.7654635,0.003975,0.001091865,4.181558256,1,0.820142705,0.000275,0,0,0,1.356801051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8.201427048,0.0064675,174.1848689,0.034575,0.011265406,5.200288788,20,16.4028541,0.00311,158.4844127,0.0178,0.004928865,7.999221224,26,21.32371033,0.001204808,157.9449745,0.008625,0.001902933,7.952485093,6,4.920856229,0.0155375,141.0995681,0.058675,0.021923345,5.207519781,1,0.820142705,0.00785,0,0,0,2.22911396,12193,576,1.471507,0.766819,1.351125,0.087561431,0.143638,0.15046661,-0.289833,6.75,5296,12.17912,2.67367,0.09022,0,0,21.21709,20.40515,10.27639,30.58312,2.57525
998,728,0,0,DEPR,0.300002688,0.845829116,1.460579297,7,1.645907461,0.76789822,17,11.16144705,0.001654412,198.9530325,0.010825,0.003291502,6.156640498,6,3.939334253,0.004975,100.0908655,0.01245,0.004979521,4.558042756,1,0.656555709,0.0053,0,0,0,1.339265499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7.878668505,0.00485625,168.8145579,0.029325,0.008198057,5.281643011,39,25.60567264,0.002266667,185.7669329,0.02035,0.004210717,11.62883093,13,8.535224214,0.010832692,147.5664659,0.052075,0.015985421,7.274828627,7,4.595889961,0.004285714,63.86128631,0.008425,0.002736912,4.286825749,0,0,0,0,0,0,0,15231,680,1.554318,0.725964,1.354383,0.129525366,0.123655,0.18692275,-0.252727,3.22,6833,7.38625,7.83928,1.3919,0,0,15.30431,23.21581,36.98378,7.87867,0
1023,20856,0,0,ACS,0.450236522,0.795088528,1.571367723,9,1.746988055,0.792239171,61,3.449036249,0.013720082,519.1532859,0.549175,0.071228256,12.4257237,65,3.67520256,0.005027308,204.8166767,0.067575,0.010296765,14.67700862,28,1.58316418,0.026991964,337.0921712,0.490525,0.090987798,9.685361397,0,0,0,0,0,0,0,1,0.056541578,4.00E-04,0,0,0,1.25,80,4.523326228,0.01916625,625.9191663,1.075425,0.119965232,15.24108433,165,9.329360345,0.002606364,177.2514387,0.034025,0.004619817,25.76694789,58,3.279411515,0.005385776,167.8973148,0.060275,0.009042573,15.13673572,6,0.339249467,0.037170833,82.55688291,0.079575,0.030687081,5.346685124,2,0.113083156,0.00145,31.03448276,9.00E-04,0.00045,2.181920224,176861,2536,1.701094,0.663326,1.297404,0.196851422,0.173014,0.190568498,-0.306174,3.89,21532,18.92842,7.39055,17.09308,0,0.00905,34.67808,9.72628,7.06487,5.04407,0.06559
1149,826,0,0,PLAN,0.285849316,0.85310251,1.558100527,7,1.660060833,0.789464402,17,9.34939229,0.001620588,87.30752173,0.00455,0.001414895,7.45563101,12,6.599571028,0.00353125,100.4699324,0.010375,0.003547844,4.918584947,3,1.649892757,2.00E-04,71.44345083,0.00035,0.000142887,2.449489743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,19.24874883,0.001245,117.5938022,0.005625,0.001464043,8.634885348,41,22.54853435,0.003168902,221.7403129,0.041525,0.007026734,12.36644838,20,10.99928505,0.00534125,166.775788,0.029875,0.008907912,9.446491008,7,3.849749766,0.014817857,69.45838964,0.0303,0.010292245,5.868405054,0,0,0,0,0,0,0,18183,658,1.376538,0.819723,1.323215,0.138585094,0.130839,0.203488446,-0.265689,4.1,8422,6.06061,9.32189,0.13199,0,0,9.58588,28.58164,23.49997,22.81802,0
1165,20925,0,0,ACS,0.931057205,0.521531245,0.64605208,7,1.014852944,0.475889154,9,1.741957961,0.003575,165.3592747,0.019875,0.005911594,5.407698331,5,0.967754423,0.00404,117.8342618,0.0127,0.004760504,2.462591407,2,0.387101769,0.0022625,82.32044199,0.003725,0.0018625,2.49003539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3.096814152,0.056928125,368.3230765,0.8687,0.209679421,4.35621019,32,6.193628305,0.003132031,165.95234,0.02805,0.005197679,11.66359609,28,5.419424767,0.006285714,182.5834437,0.04545,0.011476674,7.75880182,1,0.193550885,0.047675,0,0,0,1.740356605,0,0,0,0,0,0,0,51666,1106,1.372612,0.822067,1.291586,0.092541901,0.0884209,0.122991074,-0.250763,3.76,8947,2.491,1.56389,0.35033,0,0,70.51833,7.75945,13.62598,3.69102,0
1171,20928,0,0,PLAN,0.535388454,0.724864761,1.144698416,7,1.410521695,0.681680097,23,5.542569342,0.002083696,153.2042746,0.013675,0.003192311,8.713316427,12,2.891775309,0.00473125,117.2339478,0.01925,0.005546631,6.001467603,3,0.722943827,0.001033333,46.84366365,0.00115,0.000484051,2.963487483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,6.26551317,0.003032692,185.5807187,0.0275,0.005628092,8.101781981,72,17.35065185,0.003810069,264.0545815,0.063975,0.010060663,18.18102179,38,9.157288479,0.01315,193.8539592,0.104175,0.025491796,12.37808265,20,4.819625515,0.0038375,131.8510286,0.017025,0.005059783,6.939483643,0,0,0,0,0,0,0,41497,1182,1.636832,0.689368,1.330709,0.117902231,0.10708,0.188830303,-0.223624,3.48,23058,4.61961,5.47268,0.29882,0,0,7.60055,26.44288,48.16734,7.39813,0
1207,20944,0,0,ACS,0.251798394,0.870601223,1.638579465,7,1.694111755,0.805744206,17,3.375158831,0.014483824,189.3563587,0.08795,0.027426041,7.713458128,14,2.779542567,0.018492857,99.78536874,0.057275,0.018453166,7.52718775,14,2.779542567,0.0039,154.1179681,0.020725,0.006010601,6.173330104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,5.360546379,0.011313889,298.0991505,0.163775,0.033726607,9.783825346,57,11.31670902,0.002436404,112.5100299,0.013375,0.002741198,12.86697851,12,2.382465057,0.021208333,100.488265,0.07285,0.021311886,6.258920942,1,0.198538755,0.000625,0,0,0,1.6,0,0,0,0,0,0,0,50368,958,1.204157,0.93707,1.268085,0.162676201,0.235008,0.168406327,-0.366281,3.07,10205,19.55408,20.56067,4.33609,0,0,24.25945,11.02883,20.21125,0.04963,0
1209,20946,0,0,ACS,0.306336035,0.84257442,1.503105513,7,1.639574114,0.777561699,12,2.819018981,0.023372917,259.1031225,0.220775,0.060559957,8.511158084,9,2.114264236,0.007558333,144.0136339,0.033575,0.01088503,4.600944249,7,1.644427739,0.000825,191.5984256,0.00465,0.001580687,2.829192288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,7.987220447,0.009872794,355.2403461,0.206825,0.035072148,8.478969335,35,8.222138696,0.00301,123.2573171,0.016825,0.003710045,10.39816027,15,3.523773727,0.01335,282.3882529,0.153675,0.037698832,7.41911019,3,0.704754745,0.022883333,103.3761292,0.0541,0.023655904,2.185019012,0,0,0,0,0,0,0,42568,880,1.203195,0.937819,1.272167,0.108470863,0.185396,0.131328275,-0.351608,4.01,10756,26.35548,6.39213,0.54266,0,0,31.54247,9.89945,18.81695,6.45086,0
1211,20947,0,0,ACS,0.249856427,0.871599196,1.583837415,7,1.696053722,0.794813799,23,5.142652714,0.005641304,220.040184,0.0579,0.012413136,8.626953438,15,3.353903944,0.010286667,196.0705129,0.082925,0.02016912,6.52350367,12,2.683123155,0.005095833,148.5668873,0.027525,0.007570721,5.621038625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,11.40327341,0.005212745,305.4248439,0.10575,0.015921019,11.68042046,54,12.0740542,0.002943981,172.9581255,0.033,0.005091855,13.53091084,10,2.235935963,0.0340775,207.5464083,0.242825,0.070726627,8.445260613,2,0.447187193,0.00365,84.93150685,0.0062,0.0031,1.726356921,0,0,0,0,0,0,0,44724,990,1.320565,0.854467,1.288295,0.152957255,0.223447,0.166982135,-0.373678,2.71,13923,11.60451,13.8002,5.4691,0,0,23.77694,14.21832,30.47804,0.65289,0
1228,20956,0,0,ACS,0.281761308,0.855203331,1.555180317,7,1.664148841,0.788848695,57,10.00263227,0.002989035,303.3342601,0.05195,0.009066767,12.19822221,24,4.211634641,0.013744792,185.1269313,0.12065,0.025445311,11.55659337,32,5.615512854,0.014152344,353.9023442,0.28245,0.050085476,8.600066917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,7.721330175,0.005552841,317.2131094,0.114475,0.017614339,12.85170417,83,14.56523647,0.001487952,148.2646039,0.0145,0.002206106,13.07531128,15,2.63227165,0.006881667,95.33712129,0.02115,0.006560783,5.952631498,1,0.175484777,0.00045,0,0,0,1.296362432,0,0,0,0,0,0,0,56985,2248,2.656508,0.42476,1.409573,0.21519454,0.473732,0.192571004,-0.562234,2.53,4147,11.95929,23.15522,31.78907,0,0,17.15013,8.66895,7.24577,0.03159,0
1255,20970,0,0,DEPR,0.503370856,0.770906051,1.503502971,9,1.693853721,0.777650091,474,11.31151531,0.002062342,287.9878242,0.086375,0.005939293,35.61201397,51,1.217061774,0.002414216,224.5791334,0.038225,0.005421825,11.16441273,27,0.644326822,0.016611111,276.4700148,0.1775,0.045924741,7.212169203,0,0,0,0,0,0,0,2,0.047727913,0.002475,3.03030303,0.00015,7.50E-05,1.918806447,599,14.29450986,0.005111811,494.0786901,0.47095,0.025256371,39.83055705,618,14.74792503,0.002754409,233.0283404,0.07875,0.006418554,50.23402238,363,8.662616158,0.00888657,269.4893504,0.207075,0.02394836,43.34770482,80,1.909116509,0.008847813,327.825887,0.2488,0.02900542,18.01625948,23,0.548870996,0.009742391,185.4722151,0.090125,0.018069429,7.726585812,419042,7446,3.24481,0.347749,1.377355,0.11012856,0.171392,0.170603214,-0.286928,2.64,166309,9.33128,1.1753,4.28119,0,0.04725,29.22834,16.24873,30.79238,6.7566,2.13893
1398,21066,0,0,ACS,0.202892273,0.886763666,1.508926464,6,1.588867196,0.77885274,18,9.346279661,0.008386111,342.6609642,0.12625,0.028735929,6.10646205,9,4.673139831,0.007525,148.2208372,0.033125,0.011153618,4.399780188,4,2.076951036,0.00128125,47.03966962,0.00145,0.000602696,3.387386934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5.19237759,0.0114775,122.6170142,0.04075,0.014073368,6.360974049,27,14.01941949,0.00207037,129.7376406,0.013625,0.00268605,9.209843697,9,4.673139831,0.009666667,224.6190791,0.07065,0.021713178,4.661686587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19259,780,1.585524,0.711676,1.349985,0.138149278,0.258417,0.156631767,-0.38292,2.63,3480,31.35158,14.06615,1.06444,0,0,23.83821,11.61016,18.06947,0,0
1424,21082,0,0,ACS,0.406303831,0.815083158,1.624269128,9,1.790920747,0.802944355,130,1.616049108,0.031851346,648.3183244,2.070775,0.206498114,17.31810337,243,3.020768717,0.006655761,596.8746868,0.595675,0.039726555,26.11753891,93,1.15609667,0.064815054,541.5063554,2.466575,0.350977635,12.42588136,0,0,0,0,0,0,0,1,0.012431147,0.009625,0,0,0,1.554423934,302,3.754206389,0.014345199,759.0401926,1.761975,0.108885824,28.63209121,600,7.458688191,0.002316667,207.9485265,0.059725,0.004817474,41.70544967,206,2.560816279,0.006452913,192.547785,0.083825,0.01242494,27.29513462,45,0.559401614,0.023153889,145.6813605,0.1263,0.0337309,11.70710938,9,0.111880323,0.02465,130.94211,0.10885,0.03227723,4.569970994,804431,11494,3.615113,0.312128,1.375152,0.24505316,0.27242,0.214407569,-0.39795,4.99,103723,20.58934,8.04221,29.97299,0,0.04786,21.54193,6.91172,6.60989,5.18093,1.10314
1669,21226,0,0,VEG,0.603452968,0.68988652,1.086599868,7,1.342457181,0.66263838,1,0.810898476,0.00075,0,0,0,1.186732208,10,8.108984755,0.0021025,198.2178356,0.014275,0.00416753,4.293103448,3,2.432695427,0.049658333,140.3545781,0.1482,0.069697744,2.739830393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7.29808628,0.010397222,147.1423098,0.050825,0.015298713,4.41320245,7,5.676289329,0.002689286,154.360749,0.012625,0.004151202,4.555253232,6,4.865390853,0.0019,127.8190882,0.00595,0.002428563,4.636099767,2,1.621796951,0.006875,99.63636364,0.0137,0.00685,1.790886017,0,0,0,0,0,0,0,12332,564,1.432707,0.787585,1.345029,0.146468046,0.360559,0.141822316,-0.472235,3.78,1006,0.24327,6.81966,48.32144,0,0,30.35193,6.10607,3.6977,4.45994,0
1777,21298,0,0,PLAN,0.451173416,0.78303145,1.439892749,8,1.628268126,0.763046829,9,7.353541956,0.000713889,54.38012912,0.0015,0.000388214,4.304101745,1,0.817060217,0.014325,0,0,0,2.318545762,3,2.451180652,0.002341667,41.82668117,0.002325,0.000979441,2.475682443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,19.60944522,0.003842708,241.626819,0.044975,0.009285014,9.450560458,41,33.49946891,0.00169939,329.5569482,0.03635,0.005600459,10.59818769,14,11.43884304,0.006423214,128.1980566,0.02775,0.008234436,7.311380377,3,2.451180652,0.002116667,65.19523373,0.003375,0.001379966,3.764734831,1,0.817060217,0.020025,0,0,0,2.208328917,12239,604,1.540136,0.732649,1.36067,0.128193089,0.215765,0.190323659,-0.337554,3.43,4652,2.09984,4.68176,2.29594,0,0,30.14135,22.77147,29.38966,2.07533,6.54465
1792,21304,YES,0,PLAN,0.606762606,0.708208866,1.195417231,8,1.472678936,0.697422317,24,4.845841662,0.024870833,467.2484753,0.582125,0.11620859,8.966557648,4,0.807640277,0.00155,85.12554235,0.003225,0.001319446,3.238503239,2,0.403820139,0.025975,37.63233879,0.01955,0.009775,3.663478942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,7.066852424,0.00131,163.3456563,0.010975,0.002139828,10.77635872,124,25.03684859,0.001315121,261.8049432,0.028375,0.003443052,15.28506905,29,5.855392008,0.004176724,161.7883761,0.033775,0.006757454,11.06225931,5,1.009550346,0.04958,126.5986685,0.16845,0.06276762,6.547557736,2,0.403820139,0.0025875,80.6763285,0.004175,0.0020875,1.980886934,49527,2992,3.792588,0.297522,1.480758,0.097290747,0.120136,0.167174538,-0.219869,5.87,14968,48.20805,0.50074,4.19569,0,0,3.70303,13.17059,9.78254,20.0214,0.41795
1811,21313,0,0,DEPR,0.587904211,0.697877001,1.085779458,7,1.358005938,0.662361492,3,1.365995811,0.000675,31.57212803,0.000475,0.000213112,2.222222222,7,3.187323559,0.005639286,151.0421903,0.025375,0.008517701,4.479493774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6.374647118,0.004751786,244.6866866,0.046,0.011626987,7.240493515,47,21.40060104,0.002164362,139.7267426,0.014325,0.003024192,14.43829082,15,6.829979055,0.019223333,242.7995652,0.14935,0.04667417,9.022643615,5,2.276659685,0.009575,29.65073569,0.007475,0.002839058,4.079001183,2,0.910663874,0.0015375,7.317073171,0.000225,0.0001125,3.020593276,21962,764,1.454295,0.775894,1.328103,0.115907199,0.187267,0.189151255,-0.292587,3.44,13572,0.36882,7.18969,0,0,0,12.11638,18.52746,52.51799,8.71961,0.56006
1819,21319,0,0,PLAN,0.120936783,0.924857752,1.402243384,5,1.488501129,0.753955628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2.694207454,0.006708333,135.6362469,0.01945,0.009098932,3.489291515,18,16.16524472,0.004651389,233.9118619,0.0459,0.01088015,8.415334579,16,14.36910642,0.003001563,241.4978634,0.03,0.007248709,4.665837722,6,5.388414908,0.0148625,209.0888058,0.0843,0.031075824,6.027690518,3,2.694207454,0.012441667,86.14274566,0.026025,0.010717593,3.403265639,11135,566,1.513096,0.745742,1.360527,0.094015605,0.0993945,0.205734878,-0.209442,7.61,6981,0,0,0,0,0,7.22946,30.07634,17.25191,32.03413,13.40817
1823,1312,0,0,PLAN,0.539742112,0.698764191,1.062156767,6,1.252017357,0.654290609,5,4.382889201,0.000765,89.0089539,0.001925,0.000680918,3.961415209,6,5.259467041,0.000658333,26.00333998,5.00E-04,0.000171189,3.977786421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11.39551192,0.001336538,156.7220242,0.008025,0.00209465,5.746722557,21,18.40813464,0.004660714,250.378769,0.053675,0.011669439,9.141766948,11,9.642356241,0.0028,114.8613244,0.0092,0.003216117,6.92310502,4,3.50631136,0.03284375,152.9402489,0.1191,0.050231313,5.690331828,0,0,0,0,0,0,0,11408,512,1.35226,0.834439,1.335534,0.114192532,0.161099,0.213506749,-0.284973,5.88,6487,1.34116,1.38499,0,0,0,6.09222,34.31802,10.79944,46.06417,0
1834,21329,0,0,PLAN,0.426861299,0.794723107,1.443192836,8,1.652580243,0.763827506,5,3.223518793,0.002425,150.3388315,0.00965,0.003645717,5.040250362,5,3.223518793,0.004105,98.58149372,0.0098,0.00404677,4.414880441,3,1.934111276,0.001083333,78.24252994,0.0019,0.000847627,4.209878493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,10.9599639,0.001516176,110.8271264,0.005,0.001680335,6.384465264,25,16.11759397,0.004587,202.6502978,0.0389,0.009295569,9.397969645,17,10.9599639,0.003720588,100.065969,0.012925,0.003723043,7.624390081,6,3.868222552,0.021583333,115.1208724,0.072975,0.024846922,5.59243577,1,0.644703759,0.018675,0,0,0,1.628169857,15511,598,1.354492,0.833065,1.325192,0.145857757,0.144165,0.217464053,-0.256968,6.45,8457,3.12681,5.29302,0.83811,0,0,6.6469,29.57256,16.31101,33.39565,4.81594
1837,21332,0,0,PLAN,0.358563229,0.799882052,1.263689372,6,1.43319624,0.717390551,10,3.97598505,0.0012775,184.4757739,0.007925,0.002356678,3.760178619,6,2.38559103,0.002666667,120.3628142,0.0092,0.003209675,3.221570366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5.963977575,0.00499,175.8688594,0.030675,0.008775856,7.045283674,55,21.86791778,0.002737727,503.7193437,0.103975,0.013790462,12.93036979,26,10.33756113,0.004116346,219.7979913,0.04235,0.009047646,9.193121877,8,3.18078804,0.03344375,226.8042289,0.232375,0.075851839,7.013017836,0,0,0,0,0,0,0,25151,818,1.455026,0.775504,1.323812,0.108568447,0.144028,0.192697344,-0.260171,6.17,14983,2.03173,2.54463,0,0,0,11.9041,23.94736,17.02119,42.55099,0
1842,21337,YES,0,PLAN,0.31692736,0.847590157,1.564757021,8,1.762514182,0.790861177,36,8.657175837,0.001415278,86.61478587,0.004125,0.00122584,11.16422156,22,5.290496345,0.003134091,181.8460388,0.026625,0.00569922,6.578864184,14,3.366679492,0.006271429,280.1580749,0.069125,0.017569914,6.277195956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,9.85956137,0.00897378,297.4785596,0.152575,0.026695073,13.24253364,84,20.20007695,0.002541369,252.8843987,0.04415,0.006426726,15.74560986,43,10.34051558,0.002622093,164.4581872,0.01985,0.004312247,11.05625857,6,1.442862639,0.021908333,127.4182055,0.0745,0.027915205,5.702499068,1,0.240477107,0.0063,0,0,0,1.63784605,41584,986,1.363983,0.827268,1.296352,0.153749823,0.211815,0.192282564,-0.342934,4.87,10020,4.90092,6.63236,8.44556,0,0,35.39102,20.53434,10.84552,12.64429,0.606
1872,21345,0,0,PLAN,0.259930428,0.874999887,1.722886636,8,1.819511113,0.821450006,2,1.851337591,0.000625,12,0.00015,7.50E-05,2.333452378,6,5.554012774,0.0021,102.2401209,0.005525,0.002147043,3.741657387,3,2.777006387,0.003766667,104.3483484,0.008375,0.003930454,2.845680627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10.18235675,0.004009091,178.5394637,0.02045,0.007157809,4.273809524,18,16.66203832,0.003280556,179.4274135,0.025875,0.005886216,7.726272026,10,9.256687957,0.0048325,142.1053602,0.019575,0.006867242,4.821919258,3,2.777006387,0.021358333,134.4690571,0.060975,0.028720349,5.096187554,3,2.777006387,0.009791667,68.53510862,0.01575,0.006710729,3.77790328,10803,596,1.617593,0.697567,1.376083,0.152783834,0.16049,0.219294549,-0.281534,6.91,5671,0.46283,4.66537,4.18402,0,0,16.3288,21.8643,17.89318,23.72489,10.87661
1894,21392,0,0,ACS,0.662135837,0.71243806,1.272948929,10,1.640449256,0.719995311,539,4.137160296,0.00536962,497.1282025,0.2714,0.026693894,37.06997172,180,1.381611973,0.007244583,283.6616805,0.171325,0.020550107,22.28227329,190,1.458368193,0.009711711,362.5343497,0.365575,0.035208287,23.84623406,4,0.030702488,0.00909375,170.5126106,0.035925,0.015505991,2.084181958,10,0.076756221,0.00286,116.1905,0.00905,0.003323048,7.746192387,650,4.989154346,0.024093808,1475.99129,8.81395,0.355622503,33.82149136,732,5.618555356,0.002599522,325.3006193,0.165,0.008456261,50.13634929,449,3.44635431,0.010202227,516.6932949,0.90445,0.052714224,40.87081385,131,1.005506491,0.027601718,271.4620972,0.473325,0.074928201,25.11395709,54,0.414483592,0.0128625,339.3462372,0.313575,0.04364841,12.28384537,1302826,20310,5.019515,0.224798,1.408926,0.106089543,0.189381,0.130045241,-0.314838,5.34,355648,8.88599,4.00368,5.6653,0.11168,0.08781,48.08309,5.84222,14.0642,11.10148,2.13252
1959,21404,0,0,DEPR,0.558093984,0.731613526,1.337329696,8,1.521347558,0.737454189,58,10.40974927,0.001057759,100.2956383,0.0068,0.001060886,11.77886871,12,2.153741228,0.003372917,116.8735394,0.0137,0.003942047,4.809030649,5,0.897392178,0.00041,16.6319289,2.00E-04,6.82E-05,3.478593071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,15.6146239,0.002501437,209.8269871,0.0312,0.005248689,17.27213096,125,22.43480446,0.0028174,243.3189281,0.0443,0.006855267,22.15881294,69,12.38401206,0.008023551,190.5491876,0.09085,0.015288811,16.08741643,19,3.410090278,0.008501316,113.6129391,0.0381,0.009658595,7.570258544,2,0.358956871,0.00205,67.07317073,0.00275,0.001375,2.030258905,55717,1268,1.515376,0.74462,1.307681,0.104568396,0.171067,0.201901029,-0.288784,3.07,28770,4.4044,2.90576,0.14717,0,0,15.6236,25.28313,39.7455,11.5961,0.29434
2018,21440,0,0,BARE,0.872968511,0.512786998,0.741934823,6,0.918790959,0.523808323,21,3.209487857,0.024211905,302.4416049,0.30205,0.073226873,10.73196413,0,0,0,0,0,0,0,6,0.916996531,0.001770833,168.174732,0.008375,0.002978094,2.861920375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.61133102,0.25090625,173.0957927,1.003125,0.434308162,6.687889166,42,6.418975715,0.002081548,374.697731,0.051075,0.007799512,8.548173804,16,2.445324082,0.001573438,86.25512272,0.0044,0.00135717,6.98005742,2,0.30566551,0.0002375,5.263157895,2.50E-05,1.25E-05,2.408865206,0,0,0,0,0,0,0,65431,4414,4.867832,0.231803,1.513703,0.065024423,0.163047,0.102681623,-0.255845,1.27,1026,31.08313,0,0.64954,0,0,61.35471,5.34456,1.53903,0.02904,0
