,X1,gid,label,uncertain,heterogen,cat,map_6_shadowback_dominance,map_6_shadowback_pielou,map_6_shadowback_renyi,map_6_shadowback_richness,map_6_shadowback_shannon,map_6_shadowback_simpson,map_6_shadowback_cl_13_patchnum,map_6_shadowback_cl_13_patchdensity,map_6_shadowback_cl_13_mps,map_6_shadowback_cl_13_padcv,map_6_shadowback_cl_13_padrange,map_6_shadowback_cl_13_padsd,map_6_shadowback_cl_13_shape,map_6_shadowback_cl_14_patchnum,map_6_shadowback_cl_14_patchdensity,map_6_shadowback_cl_14_mps,map_6_shadowback_cl_14_padcv,map_6_shadowback_cl_14_padrange,map_6_shadowback_cl_14_padsd,map_6_shadowback_cl_14_shape,map_6_shadowback_cl_20_patchnum,map_6_shadowback_cl_20_patchdensity,map_6_shadowback_cl_20_mps,map_6_shadowback_cl_20_padcv,map_6_shadowback_cl_20_padrange,map_6_shadowback_cl_20_padsd,map_6_shadowback_cl_20_shape,map_6_shadowback_cl_30_patchnum,map_6_shadowback_cl_30_patchdensity,map_6_shadowback_cl_30_mps,map_6_shadowback_cl_30_padcv,map_6_shadowback_cl_30_padrange,map_6_shadowback_cl_30_padsd,map_6_shadowback_cl_30_shape,map_6_shadowback_cl_31_patchnum,map_6_shadowback_cl_31_patchdensity,map_6_shadowback_cl_31_mps,map_6_shadowback_cl_31_padcv,map_6_shadowback_cl_31_padrange,map_6_shadowback_cl_31_padsd,map_6_shadowback_cl_31_shape,map_6_shadowback_cl_41_patchnum,map_6_shadowback_cl_41_patchdensity,map_6_shadowback_cl_41_mps,map_6_shadowback_cl_41_padcv,map_6_shadowback_cl_41_padrange,map_6_shadowback_cl_41_padsd,map_6_shadowback_cl_41_shape,map_6_shadowback_cl_51_patchnum,map_6_shadowback_cl_51_patchdensity,map_6_shadowback_cl_51_mps,map_6_shadowback_cl_51_padcv,map_6_shadowback_cl_51_padrange,map_6_shadowback_cl_51_padsd,map_6_shadowback_cl_51_shape,map_6_shadowback_cl_111_patchnum,map_6_shadowback_cl_111_patchdensity,map_6_shadowback_cl_111_mps,map_6_shadowback_cl_111_padcv,map_6_shadowback_cl_111_padrange,map_6_shadowback_cl_111_padsd,map_6_shadowback_cl_111_shape,map_6_shadowback_cl_112_patchnum,map_6_shadowback_cl_112_patchdensity,map_6_shadowback_cl_112_mps,map_6_shadowback_cl_112_padcv,map_6_shadowback_cl_112_padrange,map_6_shadowback_cl_112_padsd,map_6_shadowback_cl_112_shape,area,perimeter,compact_circle,compact_square,fd,ndvi_stddev,ndvi_median,ndwi_stddev,ndwi_median,mean_build_height,count_buildpixels,prop_13,prop_14,prop_20,prop_30,prop_31,prop_41,prop_51,prop_111,prop_112
343,442,15402,BARE,NA,YES,10631,0.437300148,0.684554622,0.790736713,4,0.948994213,0.546489435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,1.778580419,0.036466667,533.1401101,1.233975,0.194418427,13.91543925,107,4.879694996,0.031199766,615.6621121,1.820175,0.192085141,14.92784784,113,5.153322753,0.005997124,341.6783048,0.1831,0.020490871,14.25213182,0,0,0,0,0,0,0,56,2.553859063,0.000779464,68.23486321,0.0036,0.000531866,11.25997712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219276,3086,1.859069,0.606959,1.306647,0.146773469,0.301416,0.0718456,-0.366089,0,0,0,0,25.94356,60.89814,12.36205,0,0.79626,0,0
344,443,15432,BARE,NA,NA,10652,0.751206722,0.580743545,0.888279153,6,1.040552747,0.588636963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2.756947508,0.04249,198.1787403,0.210875,0.084206147,6.047648042,22,12.13056903,0.008918182,250.3703338,0.098075,0.022328482,7.399343667,8,4.411116012,0.00350625,94.72388209,0.0089,0.003321256,3.657123783,0,0,0,0,0,0,0,9,4.962505514,0.001263889,73.27355187,0.002725,0.000926096,4.54743014,2,1.102779003,0.0021,98.80952381,0.00415,0.002075,1.658761012,6,3.308337009,0.0001875,159.2110177,0.000825,0.000298521,2.683281573,18136,722,1.512382,0.746094,1.342496,0.109247395,0.211905,0.061845836,-0.328183,3.21,213,0,0,46.85708,43.27305,6.18659,0,2.50882,0.92633,0.24813
349,449,15669,BARE,NA,NA,10810,0.873060821,0.370219742,0.281717543,4,0.51323354,0.245513235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,4.107263467,0.003215,351.9048112,0.074525,0.01131374,11.12756709,25,2.281813037,0.094615,486.4759742,2.349475,0.460279243,6.807641553,89,8.123254413,0.002361517,239.5758443,0.04375,0.005657624,10.9390702,0,0,0,0,0,0,0,19,1.734177908,0.000990789,72.40383538,0.002425,0.00071737,7.03331099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109562,2056,1.752218,0.643972,1.31478,0.110940391,0.296681,0.065632134,-0.35004,0,0,0,0,5.28194,86.3575,7.67328,0,0.68728,0,0
352,453,15730,BARE,NA,NA,10852,0.760379373,0.527549732,0.629333406,5,0.849058539,0.467053058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.734182048,0.070595,198.2673437,0.3505,0.139966831,6.050996772,32,4.698765106,0.036949219,386.1181713,0.809075,0.142667648,6.451341862,21,3.083564601,0.007080952,271.9398709,0.09225,0.019255933,5.335613462,0,0,0,0,0,0,0,12,1.762036915,0.000827083,49.52105183,0.001725,0.00040958,5.746590271,0,0,0,0,0,0,0,3,0.440509229,0.002866667,48.57870399,0.003225,0.00139259,2.129697271,68103,1796,1.941415,0.581215,1.346656,0.132329788,0.323383,0.069014831,-0.371606,0.6,344,0,0,20.73183,69.44628,8.73383,0,0.58294,0,0.50512
354,455,15758,BARE,NA,NA,10875,0.646453276,0.533682532,0.559880552,4,0.739841085,0.428722702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3.780328545,0.016088636,245.4250272,0.1374,0.03948554,6.531030931,25,8.591655784,0.0208,302.9469125,0.29435,0.063012958,4.974967385,6,2.061997388,0.0038625,82.93697173,0.0088,0.003203441,2.857454907,0,0,0,0,0,0,0,7,2.405663619,0.001042857,56.62399646,0.0015,0.000590507,3.803837284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29098,1010,1.670263,0.67557,1.346063,0.122176667,0.329905,0.067528859,-0.36476,0,0,0,0,24.32813,71.48258,3.18579,0,1.00351,0,0
358,459,16012,BARE,NA,NA,11014,1.35791066,0.156282669,0.098889543,5,0.251527252,0.094157241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1.608464096,0.002519444,115.5778379,0.007875,0.002911919,4.731634839,3,0.536154699,0.443591667,141.3336896,1.330175,0.626944469,2.75443953,24,4.289237588,0.0012375,119.7782758,0.007075,0.001482256,6.092717958,0,0,0,0,0,0,0,20,3.574364657,0.00065375,101.5386384,0.0028,0.000663809,6.187362993,0,0,0,0,0,0,0,1,0.178718233,0.002625,0,0,0,1.171080088,55954,1134,1.352361,0.834377,1.28674,0.095834794,0.380147,0.052810059,-0.400746,0.2,105,0,0,1.62097,95.1335,2.12317,0,0.9347,0,0.18765
359,460,16057,BARE,NA,NA,11072,0.534802696,0.614221401,0.686644684,4,0.851491665,0.496738158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2.069750595,0.03445,152.0957914,0.146725,0.052397,6.774550401,14,4.829418055,0.033489286,317.4196525,0.41555,0.106301574,4.812142271,7,2.414709028,0.005928571,46.4913517,0.00905,0.002756273,4.037493705,0,0,0,0,0,0,0,5,1.724792163,0.001535,90.4669985,0.003625,0.001388668,3.624136424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28989,814,1.348661,0.836666,1.30456,0.121793418,0.267677,0.062552645,-0.337884,0,0,0,0,28.52116,64.6935,5.72631,0,1.05902,0,0
360,461,16084,BARE,NA,NA,11092,1.061382723,0.234374205,0.178189553,4,0.324911639,0.163216207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3.231957597,0.0064625,230.544198,0.050825,0.014898919,5.743181981,10,3.231957597,0.0704625,278.5160107,0.6581,0.196249344,3.06759633,2,0.646391519,0.000975,12.82051282,0.00025,0.000125,1.698415551,0,0,0,0,0,0,0,4,1.292783039,0.00058125,24.59053038,0.000375,0.000142932,2.903464745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30941,978,1.568436,0.71943,1.331841,0.093583698,0.35982,0.045908463,-0.380134,0,0,0,0,8.35461,91.09272,0.25209,0,0.30057,0,0
363,464,16329,BARE,NA,NA,11268,0.047654097,0.931249671,0.603503618,2,0.645493084,0.453107826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8.52514919,0.019152778,279.2549243,0.1704,0.053485075,4.082559876,15,14.20858198,0.006103333,209.849528,0.043125,0.012807816,5.114479985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10557,630,1.729678,0.652364,1.391481,0.108221078,0.134831,0.059419649,-0.272617,0,0,0,0,65.31212,34.68788,0,0,0,0,0
368,473,16551,BARE,NA,NA,11403,1.050850275,0.347070013,0.405583881,5,0.558587638,0.333412511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.645848807,0.306475,99.55135003,0.6102,0.3051,4.342765633,24,7.750185682,0.006427083,280.5882448,0.0917,0.01803364,6.836466715,3,0.96877321,0.000683333,66.61707455,0.00105,0.000455217,2.263846285,0,0,0,0,0,0,0,1,0.322924403,0.002275,0,0,0,1.729669981,0,0,0,0,0,0,0,2,0.645848807,0.001325,13.20754717,0.00035,0.000175,2.622471828,30967,808,1.29526,0.871161,1.294801,0.082230931,0.134078,0.050553522,-0.258918,0.01,106,0,0,79.17461,19.92444,0.2648,0,0.29386,0,0.3423
369,474,16560,BARE,NA,NA,11407,1.1160298,0.463303114,0.697653172,8,0.963411741,0.502247927,1,0.085316952,2.00E-04,0,0,0,1.060660172,2,0.170633905,0.290275,95.20282491,0.5527,0.27635,5.305547583,10,0.853169525,0.0296025,165.0905284,0.143775,0.048870924,7.678073473,24,2.047606859,0.081710417,470.9949084,1.92735,0.384851902,7.594394631,35,2.986093337,0.001473571,202.870748,0.01615,0.002989445,6.13162499,8,0.68253562,0.0001875,29.05932629,0.000175,5.45E-05,4.389381126,30,2.559508574,0.000835833,183.539062,0.0075,0.001534081,7.546532287,0,0,0,0,0,0,0,4,0.34126781,0.00356875,135.6085582,0.01125,0.00483953,3.89192887,117210,3700,3.048698,0.370118,1.407862,0.133270718,0.249077,0.082315093,-0.311502,0.43,571,0.00683,19.8123,10.10238,66.92432,1.76009,0.05119,0.85573,0,0.48716
376,489,17357,BARE,NA,NA,11883,1.513439376,0.272189506,0.269931333,8,0.566002166,0.236568085,1,0.428504092,0.00065,0,0,0,1.961161351,2,0.857008184,2.50E-05,0,0,0,1.414213562,2,0.857008184,0.2540875,99.99016087,0.508125,0.2540625,3.826115811,11,4.713545014,0.001470455,111.8438546,0.005175,0.001644613,4.757000861,1,0.428504092,0.0046,0,0,0,1.14267516,3,1.285512277,0.010233333,16.90715349,0.0038,0.001730165,4.594377672,20,8.570081844,0.000975,101.859761,0.004325,0.000993133,6.409228123,0,0,0,0,0,0,0,5,2.142520461,0.000715,93.81060888,0.00185,0.000670746,3.34496804,23337,842,1.554836,0.725722,1.339415,0.054271933,0.0828313,0.041136671,-0.252824,0.77,143,0.11141,0.00857,87.10203,2.77242,0.78845,5.26203,3.34233,0,0.61276
378,491,17471,BARE,NA,NA,11981,0.74020593,0.540084197,0.771108243,5,0.869231983,0.537499779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1.369159678,0.09040625,172.694466,0.3608,0.156126591,5.313022305,23,7.87266815,0.014782609,443.2103851,0.321975,0.065518057,3.584320429,3,1.026869759,0.001291667,28.67885261,0.00085,0.000370435,2.208853154,0,0,0,0,0,0,0,15,5.134348793,0.000605,34.67793281,8.00E-04,0.000209801,5.878475468,0,0,0,0,0,0,0,8,2.738319356,0.001975,81.45891725,0.004825,0.001608814,4.097120014,29215,992,1.637208,0.68921,1.34204,0.091358085,0.178571,0.046553322,-0.304158,0.14,632,0,0,49.51224,46.55143,0.53055,0,1.24251,0,2.16327
380,494,17620,BARE,NA,NA,12061,0.794222648,0.506521723,0.653039531,5,0.815215264,0.479538588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,4.109862496,0.018059286,497.9904584,0.54165,0.08993352,11.51212326,35,4.109862496,0.039945,545.4272274,1.310075,0.217870906,8.914056367,16,1.878794284,0.0038875,83.61179751,0.01105,0.003250409,5.553344058,0,0,0,0,0,0,0,31,3.640163925,0.001073387,80.08057195,0.004375,0.000859575,10.33361608,0,0,0,0,0,0,0,2,0.234849285,0.0017,70.58823529,0.0024,0.0012,1.757860498,85161,1424,1.376527,0.819729,1.279252,0.096471674,0.251843,0.053818255,-0.321116,0.01,136,0,0,29.68847,65.66738,2.92153,0,1.56292,0,0.1597
388,506,17977,BARE,NA,NA,12275,0.564504472,0.592796099,0.582027243,4,0.82178989,0.441235534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,3.593330778,0.011390417,439.0541797,0.385925,0.0500101,14.70916922,82,4.910885397,0.035842073,871.7678928,2.847875,0.312459686,10.52430018,59,3.533441932,0.006545339,106.7926666,0.029575,0.006989942,10.07354326,0,0,0,0,0,0,0,61,3.653219624,0.001013525,76.6248998,0.0035,0.000776612,11.84413194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166976,2182,1.506339,0.749087,1.278605,0.11640517,0.24854,0.065163081,-0.324022,0,0,0,0,16.37181,70.40653,9.25103,0,1.48105,0,0
390,508,18022,BARE,NA,NA,12309,0.888852431,0.447724933,0.470751062,5,0.720585482,0.375466971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,4.583198533,0.009001471,326.5036357,0.12545,0.029390129,4.614195722,9,2.426399224,0.079486111,218.2386761,0.55095,0.173469437,4.49575197,12,3.235198965,0.003272917,47.95060824,0.005475,0.001569383,5.134241834,0,0,0,0,0,0,0,14,3.774398792,0.001239286,53.00478842,0.00225,0.000656881,6.472091493,0,0,0,0,0,0,0,2,0.539199827,0.0011375,3.296703297,7.50E-05,3.75E-05,2.253812399,37092,956,1.400273,0.805828,1.304563,0.093253818,0.191984,0.053475933,-0.29423,0.23,91,0,0,16.50221,77.14602,4.23541,0,1.87102,0,0.24534
391,510,18091,BARE,NA,NA,12342,0.65913105,0.590458852,0.737051128,5,0.950306863,0.52147706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4.595720236,0.014832813,341.2832983,0.210725,0.050621912,6.650790464,8,2.297860118,0.068809375,262.1201862,0.545975,0.180363262,6.850284163,27,7.755277897,0.001781481,209.29963,0.019875,0.003728634,6.326455442,0,0,0,0,0,0,0,28,8.042510412,0.001016964,118.8912172,0.006675,0.001209081,7.689099841,0,0,0,0,0,0,0,5,1.436162574,0.0012,69.18423472,0.00255,0.000830211,3.162936399,34815,1258,1.901921,0.593284,1.364967,0.135412079,0.255682,0.074680775,-0.333333,0.37,240,0,0,27.26698,63.24573,5.52635,0,3.27158,0,0.68936
403,532,18788,BARE,NA,NA,12767,0.853502038,0.469689367,0.710002777,5,0.755935874,0.508357168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2.321633269,0.057165625,375.5465736,0.8885,0.214683546,5.688155106,20,2.902041586,0.03945625,257.3513196,0.41735,0.10154118,6.3096129,2,0.290204159,0.0030125,97.51037344,0.005875,0.0029375,1.481560241,0,0,0,0,0,0,0,10,1.451020793,0.0005575,136.4592485,0.0026,0.00076076,4.352721946,0,0,0,0,0,0,0,5,0.725510397,0.00151,73.22748673,0.002725,0.001105735,3.97050383,68917,1464,1.57316,0.717269,1.308527,0.111820893,0.171081,0.053205113,-0.295911,0.4,302,0,0,53.08705,45.80147,0.3497,0,0.32358,0,0.43821
412,546,19313,BARE,NA,NA,13105,1.298772349,0.275141351,0.253286152,6,0.49298712,0.223754274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.329268242,0.66624375,264.3312145,5.3256,1.761090196,7.438270324,148,6.091462486,0.002165034,187.8584153,0.02805,0.004067198,17.23754304,6,0.246951182,0.000766667,36.5385572,0.000875,0.000280129,2.801397167,7,0.288109712,0.050353571,70.99239982,0.088925,0.035747209,4.316181654,9,0.370426773,0.000566667,47.87888411,0.000975,0.000271314,4.025805242,0,0,0,0,0,0,0,44,1.810975334,0.001398295,81.09134648,0.00755,0.001133897,10.2704242,242963,2634,1.507443,0.748539,1.270296,0.071912511,0.0970874,0.056316379,-0.273563,0.21,2461,0,0,87.74916,5.27529,0.07573,5.80294,0.08396,0,1.01291
430,571,20276,BARE,NA,NA,346,1.244804237,0.305261528,0.325535398,6,0.546955233,0.277859383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.419674333,0.5003875,99.63528266,0.997125,0.4985625,5.190489075,50,10.49185832,0.002992,164.32429,0.0196,0.004916583,9.488559111,1,0.209837166,0.001625,0,0,0,1.302364713,0,0,0,0,0,0,0,1,0.209837166,0.00165,0,0,0,2.215646838,1,0.209837166,0.0327,0,0,0,1.631353728,1,0.209837166,0.00505,0,0,0,2.04043288,47656,1214,1.568754,0.719284,1.318573,0.071881129,0.122114,0.056546508,-0.269394,3.82,1510,0,0,83.99992,12.55666,0.13639,0,0.13849,2.74467,0.42387
435,581,20608,BARE,NA,NA,13953,0.683219916,0.575491598,0.792072477,5,0.926217997,0.547094814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1.010030379,0.100623077,337.8247284,1.278075,0.339929636,10.67567124,64,4.972457249,0.026903516,636.6362993,1.379725,0.171277546,8.05146662,8,0.621557156,0.01173125,107.098961,0.042075,0.012564047,3.737561506,0,0,0,0,0,0,0,26,2.020060757,0.001384615,95.08859173,0.0043,0.001316611,7.655347169,0,0,0,0,0,0,0,20,1.55389289,0.0028975,123.3656022,0.0123,0.003574518,6.397259983,128709,2000,1.572608,0.717521,1.292087,0.136410541,0.221546,0.071823153,-0.328383,0.3,2318,0,0,40.65295,53.51063,2.91666,0,1.1188,0,1.80096
445,593,21083,BARE,NA,NA,14260,0.620549333,0.653664823,1.040933303,6,1.171210136,0.646875044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,3.02530253,0.03230625,517.993523,1.122075,0.167344283,12.93346109,97,6.669416942,0.015711856,550.2974205,0.798325,0.086461936,13.81098888,48,3.300330033,0.001452604,128.49311,0.009325,0.001866496,9.155292442,4,0.275027503,0.14110625,159.7197981,0.53055,0.225374618,5.480630043,45,3.094059406,0.000814444,86.28002798,0.003475,0.000702703,10.46009275,0,0,0,0,0,0,0,13,0.893839384,0.001513462,97.01428917,0.005025,0.001468274,6.238076301,145440,2848,2.106654,0.535626,1.338273,0.166753586,0.168389,0.125634772,-0.289256,0.05,787,0,0,39.09447,41.91557,1.91763,15.52324,1.00798,0,0.54112
457,609,21734,BARE,NA,NA,14716,0.580539471,0.701661728,1.137663578,7,1.365370679,0.679432872,1,0.709270161,7.00E-04,0,0,0,1.700840129,8,5.674161288,0.022025,263.845837,0.17575,0.058112046,5.717527862,7,4.964891127,0.009053571,230.2619621,0.060075,0.020846931,4.250350954,7,4.964891127,0.006564286,125.4389577,0.024225,0.008234172,6.449445573,1,0.709270161,0.000825,0,0,0,1.131504764,0,0,0,0,0,0,0,7,4.964891127,0.002389286,186.5995384,0.013225,0.004458396,4.581474688,0,0,0,0,0,0,0,23,16.3132137,0.002117391,211.7457841,0.016675,0.004483487,8.881607787,14099,954,2.266466,0.497858,1.436208,0.084334029,0.0680336,0.082567075,-0.184185,0.79,1948,0.1986,49.98936,17.98,13.03639,0.23406,0,4.74502,0,13.81658
479,634,22739,BARE,NA,NA,15436,1.153645091,0.283200003,0.232599285,5,0.455792821,0.207528935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.353481796,0.6268,0,0,0,3.249308073,10,3.534817957,0.00577,86.17562316,0.01345,0.004972333,4.673028644,2,0.706963591,0.004025,21.11801242,0.0017,0.00085,1.922609833,0,0,0,0,0,0,0,2,0.706963591,0.002275,2.197802198,1.00E-04,5.00E-05,2.446122745,0,0,0,0,0,0,0,4,1.413927183,0.0025375,62.6468524,0.003675,0.001589664,3.325154169,28290,1104,1.851602,0.609407,1.367125,0.056034623,0.106131,0.03294166,-0.253138,0.42,406,0,0,88.62496,8.15836,1.13821,0,0.64334,0,1.43514
482,641,23122,BARE,NA,NA,15687,0.739744164,0.466387382,0.52808059,4,0.646550197,0.410264171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.905961225,0.19845,0,0,0,4.775776752,19,17.21326327,0.003909211,173.4201118,0.0256,0.006779357,6.063454709,2,1.81192245,0.001425,73.68421053,0.0021,0.00105,1.685854461,0,0,0,0,0,0,0,1,0.905961225,0.000375,0,0,0,1.290994449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11038,646,1.734532,0.650538,1.39021,0.073470671,0.145012,0.038082248,-0.27287,0,0,0,0,71.9152,26.91611,1.0328,0,0.13589,0,0
492,651,23456,BARE,NA,NA,15927,0.903192518,0.438814936,0.456450371,5,0.706245394,0.36647155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1.622323167,0.007465,123.079081,0.0246,0.009187853,3.416205813,9,2.9201817,0.064305556,275.6184153,0.56555,0.177237953,3.838286155,1,0.324464633,0.001475,0,0,0,1.106605743,6,1.9467878,0.019120833,132.6032259,0.07385,0.025354842,6.015456412,13,4.218040234,0.000815385,50.14330656,0.0012,0.000408861,5.682022295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30820,1082,1.738625,0.649007,1.3519,0.201371452,0.406023,0.160874063,-0.32856,0,0,0,0,4.84426,75.11356,0.19143,14.88968,1.37573,0,0
501,664,23779,BARE,NA,NA,16177,0.863501823,0.463476151,0.568973265,5,0.745936089,0.433893618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3.223518793,0.05476,197.1278234,0.270625,0.107947196,3.014759317,8,5.157630069,0.01255,246.6034487,0.09425,0.030948733,2.666796353,2,1.289407517,0.0024,71.875,0.00345,0.001725,1.804219591,0,0,0,0,0,0,0,6,3.868222552,0.001216667,76.77956936,0.002575,0.000934151,3.74531671,0,0,0,0,0,0,0,2,1.289407517,0.0007375,96.61016949,0.001425,0.0007125,1.497172476,15511,880,1.993232,0.566105,1.405266,0.099853328,0.126502,0.051274906,-0.264829,0.33,59,0,0,70.60796,25.8913,1.23783,0,1.88253,0,0.38038
507,670,23867,BARE,NA,NA,16243,1.066759345,0.404630273,0.515166823,6,0.725000124,0.402599074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,2.482210822,0.021581863,455.9144728,0.687325,0.098394836,15.69394708,84,4.088347237,0.045369643,771.9215384,3.2242,0.350218045,12.39888876,85,4.137018037,0.001765588,110.0736077,0.0148,0.001943447,12.70021072,2,0.097341601,0.004975,78.3919598,0.0078,0.0039,1.854642416,69,3.35828523,0.000880072,73.52043229,0.00405,0.000647033,12.2248431,0,0,0,0,0,0,0,3,0.146012401,0.001358333,11.67257521,0.000375,0.000158552,2.19312926,205462,3168,1.97158,0.572322,1.317885,0.095598398,0.251359,0.053140342,-0.324106,0.13,163,0,0,21.42829,74.19474,2.92171,0.19371,1.18221,0,0.07933
508,671,23874,BARE,NA,NA,16246,0.74798338,0.535251795,0.635980047,5,0.861454532,0.470583619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5.923951276,0.00979375,204.0675842,0.067075,0.019985869,7.660662181,19,7.03469214,0.024411842,395.0455602,0.43325,0.096437898,5.675085666,16,5.923951276,0.002446875,116.5119897,0.008625,0.002850903,5.521480751,0,0,0,0,0,0,0,14,5.183457366,0.00085,81.99954185,0.002425,0.000696996,5.660613219,0,0,0,0,0,0,0,3,1.110740864,0.001216667,63.76120067,0.001775,0.000775761,2.15177531,27009,1072,1.840075,0.613224,1.367568,0.125754616,0.339249,0.067601717,-0.367044,0.31,146,0,0,23.20708,68.69192,5.79807,0,1.76238,0,0.54056
512,676,24169,BARE,NA,NA,16458,0.573882185,0.586031509,0.609777593,4,0.812412176,0.456528273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,16.26898048,0.003726667,332.0922964,0.04995,0.012375973,5.995386196,5,5.422993492,0.032025,164.4355747,0.1361,0.052660493,4.704412698,2,2.169197397,0.0028125,87.55555556,0.004925,0.0024625,1.533333333,0,0,0,0,0,0,0,10,10.84598698,0.000885,79.59086545,0.002425,0.000704379,4.863170132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9220,590,1.733331,0.650989,1.39775,0.113361068,0.244841,0.059768266,-0.31841,0,0,0,0,24.25163,69.46855,2.44035,0,3.83948,0,0
525,690,24671,BARE,NA,NA,16767,0.585661564,0.63610801,0.862879324,5,1.023776348,0.578054586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,4.833439669,0.01748,434.0793628,0.38875,0.075877073,8.293501392,33,6.380140363,0.021442424,440.0878247,0.5516,0.094365498,9.554920409,38,7.346828297,0.003033553,123.5123209,0.0193,0.003746811,7.900819956,0,0,0,0,0,0,0,21,4.060089322,0.000863095,41.58889452,0.001225,0.000358952,7.093561918,0,0,0,0,0,0,0,6,1.160025521,0.0025125,51.30492737,0.00365,0.001289036,3.318936572,51723,1404,1.741487,0.64794,1.335417,0.135574925,0.253444,0.074090072,-0.332505,0.63,603,0,0,33.79541,54.72227,8.9148,0,1.4017,0,1.16583
526,691,24675,BARE,NA,NA,16793,0.643508409,0.669302095,1.063482202,7,1.30240174,0.654748521,0,0,0,0,0,0,0,7,2.457692578,0.007428571,128.5017282,0.02755,0.009545843,7.608478317,10,3.510989397,0.0300525,274.1420127,0.276825,0.082386528,7.97151989,17,5.968681975,0.016682353,238.2310822,0.162375,0.03974255,5.605201405,6,2.106593638,0.003975,145.9124015,0.016425,0.005800018,2.75197661,3,1.053296819,0.004291667,135.6846743,0.0125,0.005823134,3.591319091,25,8.777473492,0.001062,68.14919303,0.003775,0.000723744,8.285171561,0,0,0,0,0,0,0,6,2.106593638,0.002108333,39.30173707,0.002425,0.000828612,4.201037421,28482,1054,1.761775,0.640479,1.357186,0.147361713,0.173404,0.094105864,-0.26369,0.26,506,0,7.30286,42.2056,39.82866,3.34948,1.80816,3.72867,0,1.77656
534,700,24885,BARE,NA,NA,16959,0.640336437,0.64262143,0.945225868,6,1.151423032,0.611408209,0,0,0,0,0,0,0,2,0.692928663,0.0165625,4.452830189,0.001475,0.0007375,2.184032967,4,1.385857326,0.09554375,171.9214195,0.379725,0.164260171,6.486542015,16,5.543429304,0.004184375,176.933007,0.029075,0.007403541,7.980769456,3,1.039392994,0.00115,38.43996293,0.001075,0.00044206,2.21326698,0,0,0,0,0,0,0,8,2.771714652,0.001378125,146.718677,0.0063,0.002021967,5.952380952,0,0,0,0,0,0,0,5,1.732321657,0.04497,141.6904488,0.169425,0.063718195,3.184421162,28863,1092,1.813205,0.622312,1.362327,0.086150947,0.0764174,0.069404208,-0.194053,0.08,8994,0,4.59065,52.964,9.27831,0.47812,0,1.52791,0,31.161
